ICD_CODE,LONG_DESCRIPTION,MACSS_GROUP
N74.3,Female gonococcal pelvic inflammatory disease (A54.2+),PELVIC_INFLAMMATORY_DISEASE
N74.4,Female chlamydial pelvic inflammatory disease (A56.1+),PELVIC_INFLAMMATORY_DISEASE
N74.8,Female pelvic inflammatory disorders in other diseases classified elsewhere,PELVIC_INFLAMMATORY_DISEASE
N72.,Inflammatory disease of cervix uteri,CERVICITIS_OR_VAGINITIS
N75.0,Cyst of Bartholin's gland,CERVICITIS_OR_VAGINITIS
N75.1,Abscess of Bartholin's gland,CERVICITIS_OR_VAGINITIS
N75.8,Other diseases of Bartholin's gland,CERVICITIS_OR_VAGINITIS
N75.9,"Disease of Bartholin's gland, unspecified",CERVICITIS_OR_VAGINITIS
N76.0,Acute vaginitis,CERVICITIS_OR_VAGINITIS
N76.1,Subacute and chronic vaginitis,CERVICITIS_OR_VAGINITIS
N76.2,Acute vulvitis,CERVICITIS_OR_VAGINITIS
N76.3,Subacute and chronic vulvitis,CERVICITIS_OR_VAGINITIS
N76.4,Abscess of vulva,CERVICITIS_OR_VAGINITIS
N76.5,Ulceration of vagina,CERVICITIS_OR_VAGINITIS
N76.6,Ulceration of vulva,CERVICITIS_OR_VAGINITIS
N76.8,Other specified inflammation of vagina and vulva,CERVICITIS_OR_VAGINITIS
N77.0,Ulceration of vulva in infectious and parasitic diseases classified elsewhere,CERVICITIS_OR_VAGINITIS
N77.1,"Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere",CERVICITIS_OR_VAGINITIS
N77.8,Vulvovaginal ulceration and inflammation in other diseases classified elsewhere,CERVICITIS_OR_VAGINITIS
N81.0,Female urethrocele,GENITAL_PROLAPSE
N81.1,Cystocele,GENITAL_PROLAPSE
N81.2,Incomplete uterovaginal prolapse,GENITAL_PROLAPSE
N81.3,Complete uterovaginal prolapse,GENITAL_PROLAPSE
N81.4,"Uterovaginal prolapse, unspecified",GENITAL_PROLAPSE
N81.5,Vaginal enterocele,GENITAL_PROLAPSE
N81.6,Rectocele,GENITAL_PROLAPSE
N81.8,Other female genital prolapse,GENITAL_PROLAPSE
N81.9,"Female genital prolapse, unspecified",GENITAL_PROLAPSE
N99.3,Prolapse of vaginal vault after hysterectomy,GENITAL_PROLAPSE
N83.0,Follicular cyst of ovary,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.1,Corpus luteum cyst,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.2,Other and unspecified ovarian cysts,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.3,Acquired atrophy of ovary and fallopian tube,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.4,Prolapse and hernia of ovary and fallopian tube,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube",NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.6,Haematosalpinx,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.7,Haematoma of broad ligament,NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.8,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",NONINFLAMMATORY_OVARIAN_CONDITIONS
N83.9,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",NONINFLAMMATORY_OVARIAN_CONDITIONS
N84.0,Polyp of corpus uteri,UTERINE_DISORDERS
N84.1,Polyp of cervix uteri,UTERINE_DISORDERS
N85.0,Endometrial glandular hyperplasia,UTERINE_DISORDERS
N85.1,Endometrial adenomatous hyperplasia,UTERINE_DISORDERS
N85.2,Hypertrophy of uterus,UTERINE_DISORDERS
N85.3,Subinvolution of uterus,UTERINE_DISORDERS
N85.4,Malposition of uterus,UTERINE_DISORDERS
N85.5,Inversion of uterus,UTERINE_DISORDERS
N85.6,Intrauterine synechiae,UTERINE_DISORDERS
N85.7,Haematometra,UTERINE_DISORDERS
N85.8,Other specified noninflammatory disorders of uterus,UTERINE_DISORDERS
N85.9,"Noninflammatory disorder of uterus, unspecified",UTERINE_DISORDERS
N93.0,Postcoital and contact bleeding,UTERINE_DISORDERS
N93.8,Other specified abnormal uterine and vaginal bleeding,UTERINE_DISORDERS
N93.9,"Abnormal uterine and vaginal bleeding, unspecified",UTERINE_DISORDERS
N39.3,Stress incontinence,GYNECOLOGIC_PAIN
N94.0,Mittelschmerz,GYNECOLOGIC_PAIN
N94.1,Dyspareunia,GYNECOLOGIC_PAIN
N94.2,Vaginismus,GYNECOLOGIC_PAIN
N94.3,Premenstrual tension syndrome,GYNECOLOGIC_PAIN
N94.4,Primary dysmenorrhoea,GYNECOLOGIC_PAIN
N94.5,Secondary dysmenorrhoea,GYNECOLOGIC_PAIN
N94.6,"Dysmenorrhoea, unspecified",GYNECOLOGIC_PAIN
N94.8,Other specified conditions associated with female genital organs and menstrual cycle,GYNECOLOGIC_PAIN
N94.9,Unspecified condition associated with female genital organs and menstrual cycle,GYNECOLOGIC_PAIN
N89.7,Haematocolpos,MENSTRUAL_DISORDERS
N91.0,Primary amenorrhoea,MENSTRUAL_DISORDERS
N91.1,Secondary amenorrhoea,MENSTRUAL_DISORDERS
N91.2,"Amenorrhoea, unspecified",MENSTRUAL_DISORDERS
N91.3,Primary oligomenorrhoea,MENSTRUAL_DISORDERS
N91.4,Secondary oligomenorrhoea,MENSTRUAL_DISORDERS
N91.5,"Oligomenorrhoea, unspecified",MENSTRUAL_DISORDERS
N92.0,Excessive and frequent menstruation with regular cycle,MENSTRUAL_DISORDERS
N92.1,Excessive and frequent menstruation with irregular cycle,MENSTRUAL_DISORDERS
N92.2,Excessive menstruation at puberty,MENSTRUAL_DISORDERS
N92.3,Ovulation bleeding,MENSTRUAL_DISORDERS
N92.5,Other specified irregular menstruation,MENSTRUAL_DISORDERS
N92.6,"Irregular menstruation, unspecified",MENSTRUAL_DISORDERS
N92.4,Excessive bleeding in the premenopausal period,MENOPAUSAL_DISORDERS
N95.0,Postmenopausal bleeding,MENOPAUSAL_DISORDERS
N95.1,Menopausal and female climacteric states,MENOPAUSAL_DISORDERS
N95.2,Postmenopausal atrophic vaginitis,MENOPAUSAL_DISORDERS
N95.3,States associated with artificial menopause,MENOPAUSAL_DISORDERS
N95.8,Other specified menopausal and perimenopausal disorders,MENOPAUSAL_DISORDERS
N95.9,"Menopausal and perimenopausal disorder, unspecified",MENOPAUSAL_DISORDERS
N97.0,Female infertility associated with anovulation,FEMALE_INFERTILITY
N97.1,Female infertility of tubal origin,FEMALE_INFERTILITY
N97.2,Female infertility of uterine origin,FEMALE_INFERTILITY
N97.3,Female infertility of cervical origin,FEMALE_INFERTILITY
N97.4,Female infertility associated with male factors,FEMALE_INFERTILITY
N97.8,Female infertility of other origin,FEMALE_INFERTILITY
N97.9,"Female infertility, unspecified",FEMALE_INFERTILITY
A34.,Obstetrical tetanus,ALL_EXCEPT_NORMAL_DELIVERY
F53.0,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified",ALL_EXCEPT_NORMAL_DELIVERY
F53.1,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified",ALL_EXCEPT_NORMAL_DELIVERY
F53.8,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified",ALL_EXCEPT_NORMAL_DELIVERY
F53.9,"Puerperal mental disorder, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O00.0,Abdominal pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O00.1,Tubal pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O00.2,Ovarian pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O00.8,Other ectopic pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O00.9,"Ectopic pregnancy, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O01.0,Classical hydatidiform mole,ALL_EXCEPT_NORMAL_DELIVERY
O01.1,Incomplete and partial hydatidiform mole,ALL_EXCEPT_NORMAL_DELIVERY
O01.9,"Hydatidiform mole, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O02.0,Blighted ovum and nonhydatidiform mole,ALL_EXCEPT_NORMAL_DELIVERY
O02.1,Missed abortion,ALL_EXCEPT_NORMAL_DELIVERY
O02.8,Other specified abnormal products of conception,ALL_EXCEPT_NORMAL_DELIVERY
O02.9,"Abnormal product of conception, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O03.0,"Spontaneous abortion, incomplete, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O03.1,"Spontaneous abortion, incomplete, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O03.2,"Spontaneous abortion, incomplete, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O03.3,"Spontaneous abortion, incomplete, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O03.4,"Spontaneous abortion, incomplete, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O03.5,"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O03.6,"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O03.7,"Spontaneous abortion, complete or unspecified, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O03.8,"Spontaneous abortion, complete or unspecified, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O03.9,"Spontaneous abortion, complete or unspecified, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O04.0,"Medical abortion, incomplete, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O04.1,"Medical abortion, incomplete, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O04.2,"Medical abortion, incomplete, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O04.3,"Medical abortion, incomplete, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O04.4,"Medical abortion, incomplete, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O04.5,"Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O04.6,"Medical abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O04.7,"Medical abortion, complete or unspecified, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O04.8,"Medical abortion, complete or unspecified, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O04.9,"Medical abortion, complete or unspecified, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O05.0,"Other abortion, incomplete, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O05.1,"Other abortion, incomplete, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O05.2,"Other abortion, incomplete, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O05.3,"Other abortion, incomplete, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O05.4,"Other abortion, incomplete, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O05.5,"Other abortion, complete or unspecified, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O05.6,"Other abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O05.7,"Other abortion, complete or unspecified, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O05.8,"Other abortion, complete or unspecified, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O05.9,"Other abortion, complete or unspecified, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O06.0,"Unspecified abortion, incomplete, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O06.1,"Unspecified abortion, incomplete, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O06.2,"Unspecified abortion, incomplete, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O06.3,"Unspecified abortion, incomplete, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O06.4,"Unspecified abortion, incomplete, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O06.5,"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O06.6,"Unspecified abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O06.7,"Unspecified abortion, complete or unspecified, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O06.8,"Unspecified abortion, complete or unspecified, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O06.9,"Unspecified abortion, complete or unspecified, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O07.0,"Failed medical abortion, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O07.1,"Failed medical abortion, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O07.2,"Failed medical abortion, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O07.3,"Failed medical abortion, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O07.4,"Failed medical abortion, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O07.5,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection and sepsis",ALL_EXCEPT_NORMAL_DELIVERY
O07.6,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage",ALL_EXCEPT_NORMAL_DELIVERY
O07.7,"Other and unspecified failed attempted abortion, complicated by embolism",ALL_EXCEPT_NORMAL_DELIVERY
O07.8,"Other and unspecified failed attempted abortion, with other and unspecified complications",ALL_EXCEPT_NORMAL_DELIVERY
O07.9,"Other and unspecified failed attempted abortion, without complication",ALL_EXCEPT_NORMAL_DELIVERY
O08.0,Genital tract and pelvic infection and sepsis following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.1,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.2,Embolism following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.3,Shock following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.4,Kidney failure following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.5,Metabolic disorders following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.6,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.7,Other venous complications following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.8,Other complications following abortion and ectopic and molar pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O08.9,"Complication following abortion and ectopic and molar pregnancy, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O09.0,Duration of pregnancy less than 5 completed weeks,ALL_EXCEPT_NORMAL_DELIVERY
O09.1,Duration of pregnancy 5-13 completed weeks,ALL_EXCEPT_NORMAL_DELIVERY
O09.2,Duration of pregnancy 14-19 completed weeks,ALL_EXCEPT_NORMAL_DELIVERY
O09.3,Duration of pregnancy 20-25 completed weeks,ALL_EXCEPT_NORMAL_DELIVERY
O09.4,Duration of pregnancy 26-33 completed weeks,ALL_EXCEPT_NORMAL_DELIVERY
O09.5,Duration of pregnancy 34-36 completed weeks,ALL_EXCEPT_NORMAL_DELIVERY
O09.9,Unspecified duration of pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O10.,"Pre-existing hypertension in pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O10.0,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O10.1,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O10.2,"Pre-existing hypertensive kidney disease complicating pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O10.3,"Pre-existing hypertensive heart and kidney disease complicating pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O10.4,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O10.9,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O11.,Pre-eclampsia superimposed on chronic hypertension,ALL_EXCEPT_NORMAL_DELIVERY
O12.0,Gestational oedema,ALL_EXCEPT_NORMAL_DELIVERY
O12.1,Gestational proteinuria,ALL_EXCEPT_NORMAL_DELIVERY
O12.2,Gestational oedema with proteinuria,ALL_EXCEPT_NORMAL_DELIVERY
O13.,Gestational [pregnancy-induced] hypertension,ALL_EXCEPT_NORMAL_DELIVERY
O14.0,Mild to moderate pre-eclampsia,ALL_EXCEPT_NORMAL_DELIVERY
O14.1,Severe pre-eclampsia,ALL_EXCEPT_NORMAL_DELIVERY
O14.9,"Pre-eclampsia, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O15.0,Eclampsia in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O15.1,Eclampsia in labour,ALL_EXCEPT_NORMAL_DELIVERY
O15.2,Eclampsia in the puerperium,ALL_EXCEPT_NORMAL_DELIVERY
O15.9,"Eclampsia, unspecified as to time period",ALL_EXCEPT_NORMAL_DELIVERY
O16.,Unspecified maternal hypertension,ALL_EXCEPT_NORMAL_DELIVERY
O20.0,Threatened abortion,ALL_EXCEPT_NORMAL_DELIVERY
O20.8,Other haemorrhage in early pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O20.9,"Haemorrhage in early pregnancy, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O21.0,Hyperemesis gravidarum,ALL_EXCEPT_NORMAL_DELIVERY
O21.1,Hyperemesis gravidarum with metabolic disturbance,ALL_EXCEPT_NORMAL_DELIVERY
O21.2,Vomiting in late pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O21.8,Other vomiting complicating pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O21.9,"Vomiting in pregnancy, not elsewhere classified",ALL_EXCEPT_NORMAL_DELIVERY
O22.0,Varicose veins of lower extremity in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.1,Genital varices in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.2,Superficial thrombophlebitis in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.3,Deep phlebothrombosis in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.4,Haemorrhoids in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.5,Cerebral venous thrombosis in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.8,Other venous complications in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O22.9,Venous condition in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.0,Infections of kidney in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.1,Infections of bladder in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.2,Infections of urethra in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.3,Infections of other parts of urinary tract in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.4,Unspecified infection of urinary tract in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.5,Infections of the genital tract in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O23.9,Other and unspecified genitourinary tract infection in pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O24.0,"Pre-existing Type 1 diabetes mellitus in pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O24.1,"Pre-existing Type 2 diabetes mellitus in pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O24.11,"Pre-existing diabetes mellitus, Type 2, in pregnancy, non-insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.12,"Pre-existing Type 2 diabetes mellitus in pregnancy, childbirth and the puerperium, insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.19,"Pre-existing Type 2 diabetes mellitus in pregnancy, childbirth and the puerperium, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O24.2,"Pre-existing other specified diabetes mellitus in pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O24.21,"Pre-existing diabetes mellitus, other specified type, in pregnancy, non-insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.22,"Pre-existing other specified diabetes mellitus in pregnancy, childbirth and the puerperium, insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.29,"Pre-existing other specified diabetes mellitus in pregnancy, childbirth and the puerperium, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O24.3,"Pre-existing unspecified diabetes mellitus, in pregnancy, childbirth and the puerperium",ALL_EXCEPT_NORMAL_DELIVERY
O24.31,"Pre-existing diabetes mellitus, unspecified, in pregnancy, non-insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.32,"Pre-existing unspecified diabetes mellitus in pregnancy, childbirth and the puerperium, insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.39,"Pre-existing unspecified diabetes mellitus in pregnancy, childbirth and the puerperium, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O24.4,Diabetes mellitus arising during pregnancy,ALL_EXCEPT_NORMAL_DELIVERY
O24.41,"Diabetes mellitus arising at or after 24 weeks gestation, non-insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.42,"Diabetes mellitus arising during pregnancy, insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.49,"Diabetes mellitus arising during pregnancy, unspecified",ALL_EXCEPT_NORMAL_DELIVERY
O24.51,"Pre-existing impaired glucose regulation, in pregnancy, non-insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
O24.52,"Pre-existing intermediate hyperglycaemia in pregnancy, childbirth and the puerperium, insulin treated",ALL_EXCEPT_NORMAL_DELIVERY
